"label","variable","mean_dropout_loss","q10","q90"
"SVM","d",0.0779318394024276,0.0483617689500042,0.109307359307359
"SVM","iv(g)",0.0649813258636788,0.0491257108904167,0.0848187759952466
"SVM","b",0.0611968423733129,0.030366692131398,0.0822298616416263
"SVM","lOBlank",0.0580137509549274,0.0335497835497836,0.082526950174009
"SVM","lOComment",0.047084712672948,0.0211569476275358,0.0759485612426789
