"label","variable","mean_dropout_loss","q10","q90"
"Logistic Regression","e",0.446635684576861,0.41426873779815,0.479925303454715
"Logistic Regression","total_Opnd",0.44211739241151,0.416178592649181,0.469314998726764
"Logistic Regression","total_Op",0.438655037772685,0.401727357609711,0.476848315083609
"Logistic Regression","b",0.400244461420932,0.358543417366947,0.44140989729225
"Logistic Regression","d",0.275152788388083,0.247793056616586,0.315041167982344
